rdkit_library_standard_inchi_key,protein_name,Compound-protein pairs,Unique compound–Mu-type opioid receptor pairs:,% MOR compound-target-pairs,,rdkit_parent_structure_inchi_key,Unique_single_fragment_structures,,Column Names,Statistics Label,Statistics,Totals,,,,,,,
FUFRFLWNWBDQQA-BUOVLAQMSA-N,Delta-type opioid receptor,,,,,RVNGGHXLYIZGKP-UHFFFAOYSA-N,,,,,,,,,,,,,
BUOQECXWZSFKCL-SCDRESIJSA-N,Mu-type opioid receptor,,,,,PNBNSLOJUXPNIY-LAOHBAOOSA-N,,,,,,,,,,,,,
UNHQLKTVYYARAV-VKORATPISA-N,Nociceptin receptor,,,,,JPBWDCWBMKUIAC-UHFFFAOYSA-N,,,,,,,,,,,,,
SHZRGJVVFYZPIA-ICSRJNTNSA-N,Delta-type opioid receptor,,,,,QHYAZYXYBWLSKF-LQGSOTJHSA-N,,,,,,,,,,,,,
XHEDQUWNGKQHNB-ZJLWGGKBSA-N,Mu-type opioid receptor,,,,,ZHKMSRDIVOXQKP-HWYGPQSMSA-N,,,,,,,,,,,,,
PXMBJVPQIBOFTL-JSGCOSHPSA-N,Mu-type opioid receptor,,,,,QNTIXTKRQLQUOI-SCDGDXLMSA-N,,,,,,,,,,,,,
UUUPIUUFWWDTDL-RDJZCZTQSA-N,Delta-type opioid receptor,,,,,NMXGSJBSRAABEA-UHFFFAOYSA-N,,,,,,,,,,,,,
BONFVDJOYDFOEN-RCZVLFRGSA-N,Mu-type opioid receptor,,,,,MOWOVYATWFQZCS-DPVGNNOYSA-N,,,,,,,,,,,,,
VNXSZMCTBSJGGS-WOJBJXKFSA-N,Mu-type opioid receptor,,,,,FLXUHZLXUUZCIB-KZNAEPCWSA-N,,,,,,,,,,,,,
GMTFTKCTBBJPRO-IBTNOSARSA-N,Mu-type opioid receptor,,,,,TYPIRBLTBYFROQ-UHFFFAOYSA-N,,,,,,,,,,,,,
CYWJJDQSIGBKDT-XLMMQIPYSA-N,Mu-type opioid receptor,,,,,LYCSRKIBELQQIZ-SWYRRKHMSA-N,,,,,,,,,,,,,
YJAHLHKGOOXHKT-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,WYYKJTQJARVRLI-DMFFZKQRSA-N,,,,,,,,,,,,,
OTYMYFUZQJTBTD-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,ANUZJGPECUPHBW-JASLKCBHSA-N,,,,,,,,,,,,,
MZSFHSYZSXEPLW-RTBURBONSA-N,Mu-type opioid receptor,,,,,YSCRSDPZCTYWHU-LOSJGSFVSA-N,,,,,,,,,,,,,
JOCGWOQFKXCOGL-RSHLLYCESA-N,Mu-type opioid receptor,,,,,RLJQTVVIQLKSEW-VYRQENKNSA-N,,,,,,,,,,,,,
VPTJLDZKNJLOMA-ILBGXUMGSA-N,Mu-type opioid receptor,,,,,FZHGPMRDBQHCLI-UHFFFAOYSA-N,,,,,,,,,,,,,
XEVXVYOJSWUNBQ-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,QPNIGEAUTUXKEK-ZQNUUGBQSA-N,,,,,,,,,,,,,
FMPXAWVIKDQKEF-PWQGVFBWSA-N,Delta-type opioid receptor,,,,,GPGJLGSHJTYQOI-UHFFFAOYSA-N,,,,,,,,,,,,,
ADEPJPWGRSNLTK-UHFFFAOYSA-N,Nociceptin receptor,,,,,PIMYSBWAQQENMR-UHFFFAOYSA-N,,,,,,,,,,,,,
HPZBOMJZLBZUAY-WOJBJXKFSA-N,Delta-type opioid receptor,,,,,OMVHUYAQBLWYAA-UHFFFAOYSA-N,,,,,,,,,,,,,
OLJGWSMIBZZDKN-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,MNVBHTVEKDPEHG-XYQSKMEPSA-N,,,,,,,,,,,,,
UYKIELXFWCAQSU-UHFFFAOYSA-N,Nociceptin receptor,,,,,DHJUSKQUIFRIEU-AERCQKQUSA-N,,,,,,,,,,,,,
BCPUGGCDIQTIQA-NDKXRCAUSA-N,Delta-type opioid receptor,,,,,ZLHDSOVTSCMPOY-XGTKUTNFSA-N,,,,,,,,,,,,,
LLYKFTJDMLXUDK-XVMPFKDUSA-N,Delta-type opioid receptor,,,,,ALWMMJFIFPMQPS-WXVAWEFUSA-N,,,,,,,,,,,,,
IGSROKOCZFZBQT-XLMMQIPYSA-N,Delta-type opioid receptor,,,,,GAKVDKTZWKVPDD-MNCZXYIWSA-N,,,,,,,,,,,,,
AVWRCQVFTFTWCN-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,GAKVDKTZWKVPDD-KKTHHDDRSA-N,,,,,,,,,,,,,
SSPWSCFMVXPMNL-JELPXYNNSA-N,Mu-type opioid receptor,,,,,LMTDVTKJWAKCOK-XUCWIKEFSA-N,,,,,,,,,,,,,
WWJQOULLANYACZ-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,PXRQBQSSYKYALF-WXVAWEFUSA-N,,,,,,,,,,,,,
WWJQOULLANYACZ-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,GVSBGUZFIJPVRO-RBUKOAKNSA-N,,,,,,,,,,,,,
GHCCBWMZKJQGLS-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,OHUYANWPIDTHBL-GLRSWSGFSA-N,,,,,,,,,,,,,
BDEAPIBOCDRCEQ-YERGJTCLSA-N,Opioid receptor,,,,,BLQSAFOBGFTBCM-MUAVYFROSA-N,,,,,,,,,,,,,
DOMQMNWQZKXZCU-GUVNKXFDSA-N,Delta-type opioid receptor,,,,,UCOLCHXRQIESMZ-OGCUDJHDSA-N,,,,,,,,,,,,,
JUOSJPCGOWDYLK-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,PQBNXKDLKCDZJQ-HJUABUFYSA-N,,,,,,,,,,,,,
JUOSJPCGOWDYLK-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,YBRXYXZMDSIZKV-XKNLTVMBSA-N,,,,,,,,,,,,,
RLLOCRZIVJPXPL-GWBRFRIZSA-N,Mu-type opioid receptor,,,,,AZMWAHGYNUNWBB-IYVXEJGLSA-N,,,,,,,,,,,,,
OGGKHNKZMNJZRQ-ZWKOTPCHSA-N,Delta-type opioid receptor,,,,,FMBDKMCAZJNAEI-QABMSTFYSA-N,,,,,,,,,,,,,
GHQALVWJILAFPS-VCSLONGPSA-N,Mu-type opioid receptor,,,,,NCDNCNXCDXHOMX-BWGGSIGWSA-N,,,,,,,,,,,,,
QMHRLXNEGYTSRV-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,CUPHBIFERATMMZ-UHFFFAOYSA-N,,,,,,,,,,,,,
KEJODPUXDHGKCO-ZUKOONMSSA-N,Mu-type opioid receptor,,,,,VGWSWRCANUNAIT-UEISCZPZSA-N,,,,,,,,,,,,,
VYFYYTLLBUKUHU-UHFFFAOYSA-N,Opioid receptor,,,,,TUBZHZMUIIIANW-OOIQUDFMSA-O,,,,,,,,,,,,,
BSVQUYVESVZPNH-BWTSREIZSA-N,Kappa-type opioid receptor,,,,,QSJGUZXUCAPLTE-UHFFFAOYSA-N,,,,,,,,,,,,,
XXFHUWHJQJDUCI-QJIWBYFKSA-N,Mu-type opioid receptor,,,,,MGTXNVCKRLVJSO-UHFFFAOYSA-N,,,,,,,,,,,,,
XXFHUWHJQJDUCI-QJIWBYFKSA-N,Delta-type opioid receptor,,,,,LQACPCZDXSYESU-UHFFFAOYSA-N,,,,,,,,,,,,,
FXJNLPJTQBWVJZ-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,YTDCVRAXKQUSGQ-UHFFFAOYSA-N,,,,,,,,,,,,,
YVUQSNJEYSNKRX-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,QXYZJXCNTMMWEO-BERHBOFZSA-N,,,,,,,,,,,,,
VZRPRISEILIWID-IKPAITLHSA-N,Delta-type opioid receptor,,,,,IQNJFMKUOZAASF-CEQLMSFQSA-N,,,,,,,,,,,,,
HOHGNWXRMOTGET-IMJQSTHTSA-N,Mu-type opioid receptor,,,,,ZKZMTIDHRGLEJP-OPVJXMOQSA-N,,,,,,,,,,,,,
FAVQVALXVLMHLE-JLBUNGTFSA-N,Delta-type opioid receptor,,,,,ZABHXVCIKRRWGE-WEPHWGBRSA-N,,,,,,,,,,,,,
JBSRPCWYMOJXAM-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,XJFPKGBBIGGHTH-JMWNCJQNSA-N,,,,,,,,,,,,,
WAQSKPSRNCKKCL-JPAJDHFGSA-N,Kappa-type opioid receptor,,,,,RTOZXVLUVNPOOP-UHFFFAOYSA-N,,,,,,,,,,,,,
WAQSKPSRNCKKCL-JPAJDHFGSA-N,Mu-type opioid receptor,,,,,OKGUGNHKQJGQIN-AHIWAGSCSA-N,,,,,,,,,,,,,
SGUZNMAAJVIZHU-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,IPPUMPUWHRNDMW-UHFFFAOYSA-N,,,,,,,,,,,,,
IEVGUHJUACDFNA-AMGAHSPLSA-N,Mu-type opioid receptor,,,,,FYZPVGUGRCYTCU-VXKWHMMOSA-N,,,,,,,,,,,,,
UCNSEHXGZHNSQW-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,GIVDJBBSPVWSPW-SFTDATJTSA-N,,,,,,,,,,,,,
RSHBENYJPBXWBU-MGRBCCQOSA-N,Delta-type opioid receptor,,,,,QGXLLVWCXBDIQN-NEKDWFFYSA-N,,,,,,,,,,,,,
OQERSWUZCFYYAC-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,YORAQSHAPRUNHY-UHFFFAOYSA-N,,,,,,,,,,,,,
VUZDMGYIGBBIGO-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,FXRGLFBLAZTRJT-UHFFFAOYSA-N,,,,,,,,,,,,,
DDOCDJRIRVMPMK-VOVNARLJSA-N,Kappa-type opioid receptor,,,,,CCOVLPXCEUWDFZ-PGRDOPGGSA-N,,,,,,,,,,,,,
LGFBAYPDAHXGKM-XAGHGKQISA-N,Mu-type opioid receptor,,,,,UWUBMHUIGQQPRR-WXVAWEFUSA-N,,,,,,,,,,,,,
DPWJZQJZQFPBJA-MRXNPFEDSA-N,Mu-type opioid receptor,,,,,RZQBFSLQLZYXNW-XYMWXOTJSA-N,,,,,,,,,,,,,
PJAQJXIXQPHULS-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,KYPMWPBSHKBJME-SLZNLQLDSA-N,,,,,,,,,,,,,
HQRWWKRMPLZJMJ-YHSYXWOYSA-N,Delta-type opioid receptor,,,,,AFWWICDZLXWMDM-YHYNAULMSA-N,,,,,,,,,,,,,
WWYPEUUJEKQBLS-HXUWFJFHSA-N,Mu-type opioid receptor,,,,,RLHOWHVHHMGIKE-ALXJQNPVSA-N,,,,,,,,,,,,,
KMARMZLDSPVBTN-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,BPQBOYKVKMDZQU-UHFFFAOYSA-N,,,,,,,,,,,,,
PNTJYZVURJSNRA-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,QVXDIUYYXRDRHV-UHFFFAOYSA-N,,,,,,,,,,,,,
ZRWQBDNMCSPGLI-RGVLZGJSSA-N,Kappa-type opioid receptor,,,,,MMLFNTYVDTXUQB-UHFFFAOYSA-N,,,,,,,,,,,,,
ZUAAACBIEWKSNS-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,JDRNNCQJPHUSRJ-FOWTUZBSSA-N,,,,,,,,,,,,,
ZYJDFOJIXLVUKV-ZCCUTQAASA-N,Delta-type opioid receptor,,,,,GFOOKIKWVLKMJE-UHFFFAOYSA-N,,,,,,,,,,,,,
PODXIWAAMNUDTK-WBMOPDPASA-N,Nociceptin receptor,,,,,GHCCBWMZKJQGLS-HNNXBMFYSA-N,,,,,,,,,,,,,
KCPGYTKGECMLMX-UAOIWBIESA-N,Nociceptin receptor,,,,,GVNXYKYZZJNHNQ-UHFFFAOYSA-N,,,,,,,,,,,,,
NTACCAONUHCRGG-QXKRRTFZSA-N,Mu-type opioid receptor,,,,,NRUNWRVDVKJDME-UHFFFAOYSA-N,,,,,,,,,,,,,
IQZPEFTWPLGMGB-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,QIHQXOJGQNRHKT-IPVWATMDSA-N,,,,,,,,,,,,,
KUOMGSRTKNJTRH-UHFFFAOYSA-N,Nociceptin receptor,,,,,BSHPERRUISLIDL-BSWOLJSYSA-N,,,,,,,,,,,,,
WFVCETXISNWHQS-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,DLFXZRBUGSNYQH-UHFFFAOYSA-O,,,,,,,,,,,,,
MFUHDDMCSUSJSX-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,IIDJQDBVYBJNJQ-KBAYOESNSA-N,,,,,,,,,,,,,
GYTPXLRERYNOMJ-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,VSKUDKZDADPATC-NCQVEBNESA-N,,,,,,,,,,,,,
LWMHBSBGDXNSQU-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,UWRMXRAQAWKHPF-UHFFFAOYSA-N,,,,,,,,,,,,,
FDFHGZDQTBXWIJ-GDNBJRDFSA-N,Kappa-type opioid receptor,,,,,ZPYMRXNXCMOBIW-UHFFFAOYSA-N,,,,,,,,,,,,,
BRPAABKVWTVIPX-LICLKQGHSA-N,Kappa-type opioid receptor,,,,,FUZIOWPRBHSDET-ZWKOTPCHSA-N,,,,,,,,,,,,,
FDKSOUXJZSXTHD-NTEUORMPSA-N,Kappa-type opioid receptor,,,,,TWQQFRJQSQBQAP-DKZVUGQWSA-N,,,,,,,,,,,,,
ZGEZENMQCHYYOS-JRAGJKLTSA-N,Mu-type opioid receptor,,,,,USDNSHPCUINRQT-UHFFFAOYSA-N,,,,,,,,,,,,,
SVAGCAFOMRRHDH-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,AXYUYAKZZNNKDG-UHFFFAOYSA-N,,,,,,,,,,,,,
SPSACABOQXSKTD-LQJZCPKCSA-N,Kappa-type opioid receptor,,,,,ZKILQPVALDHEEU-UHFFFAOYSA-N,,,,,,,,,,,,,
XEXVJJBUTPOPFH-LRLHPVAZSA-N,Delta-type opioid receptor,,,,,IXVSFBFLNKKGJQ-UHFFFAOYSA-N,,,,,,,,,,,,,
XEXVJJBUTPOPFH-LRLHPVAZSA-N,Kappa-type opioid receptor,,,,,INGIYOPGHIHMIK-UHFFFAOYSA-N,,,,,,,,,,,,,
XEXVJJBUTPOPFH-LRLHPVAZSA-N,Mu-type opioid receptor,,,,,ZSMIAGRBYIUYAJ-UHFFFAOYSA-N,,,,,,,,,,,,,
UBRZHSMBWICOPJ-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,DXTYYNIKCKARPP-HNVBAWDGSA-N,,,,,,,,,,,,,
SLYDUSXXBLEENW-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,XMWPUEPUQVYCIC-GOTSBHOMSA-N,,,,,,,,,,,,,
UOSIKGNCJCOVJD-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,RNCUEOOFKVDGTE-MSOLQXFVSA-N,,,,,,,,,,,,,
YPBUSZBTDZOKNZ-URZJWIJPSA-N,Opioid receptor,,,,,JUULCRSXGVEZAD-NWANDNLSSA-N,,,,,,,,,,,,,
WOTJDNIZCHQGLT-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,RYGOAYGVHBVXQE-KSEOMHKRSA-N,,,,,,,,,,,,,
QCDFBFJGMNKBDO-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,JFXPALLSUMQWGK-ZRNAQANOSA-N,,,,,,,,,,,,,
KTSCATDOBTVQAL-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,RLDBWDFQAZNDLP-UHFFFAOYSA-N,,,,,,,,,,,,,
HAILKAWGCAASKR-CMZTTYMZSA-N,Kappa-type opioid receptor,,,,,XSUYNLVDLMCOCB-VCTAVGKDSA-N,,,,,,,,,,,,,
LKQZEJBBPOCVHU-RTWAWAEBSA-N,Delta-type opioid receptor,,,,,QGADLXMTFNOCAX-NQSCKRDGSA-N,,,,,,,,,,,,,
XBOROKFRDNQVOY-ATTIMZMDSA-N,Mu-type opioid receptor,,,,,FUZIOWPRBHSDET-QZTJIDSGSA-N,,,,,,,,,,,,,
GENAWVOEGWVITF-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,XRTWIDDULDZTEI-UHFFFAOYSA-N,,,,,,,,,,,,,
XUXIHOIDTQZHEK-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,BDIPDGBKQLKZNG-UHFFFAOYSA-N,,,,,,,,,,,,,
GIEFXLLRTJNFGT-JZKFLRDJSA-N,Mu-type opioid receptor,,,,,AKWJMLYGDXJHFK-UHFFFAOYSA-N,,,,,,,,,,,,,
JENWDDCMEATQSR-NGXVWMITSA-N,Delta-type opioid receptor,,,,,UBCSCPAWALENRY-UHFFFAOYSA-N,,,,,,,,,,,,,
YVMTWTZIAIUURI-XDHOZWIPSA-N,Mu-type opioid receptor,,,,,NAEJQOQXZGLLLS-UZUVYGGUSA-N,,,,,,,,,,,,,
ZXAIDFHVAANNKH-WRQFUQGOSA-N,Mu-type opioid receptor,,,,,GCZZNCCWKRTXPF-UHFFFAOYSA-N,,,,,,,,,,,,,
WDTJSFNVNHFMFH-QEIWAGNOSA-N,Kappa-type opioid receptor,,,,,HEFNTFYNXDZMMG-ZDMBNXEJSA-N,,,,,,,,,,,,,
KVOGNGMWSRNULU-XXWPFZIQSA-N,Mu-type opioid receptor,,,,,BXDCBVAPWIWPJR-UHFFFAOYSA-N,,,,,,,,,,,,,
RRGWRLNJBLFYOG-KISUKSLOSA-N,Mu-type opioid receptor,,,,,UQUGTJRIPXJMFZ-VTEORPDTSA-N,,,,,,,,,,,,,
SUPKCEIYQPWSIT-XNKRCNKPSA-N,Delta-type opioid receptor,,,,,VORCMPXWODNVBK-FZASGNIRSA-N,,,,,,,,,,,,,
CIDXGGKDEWZDBR-KJSOZXTISA-N,Delta-type opioid receptor,,,,,BOOWLORNWNUTJZ-UHFFFAOYSA-N,,,,,,,,,,,,,
HWJXNJUIVILBAP-UQARTHHBSA-N,Kappa-type opioid receptor,,,,,FYZAGLMEHOJAIB-UHFFFAOYSA-N,,,,,,,,,,,,,
MVOHYLTVHSTRCD-ATZDWAIDSA-N,Opioid receptor,,,,,YWZUTHYBZDSTKA-IPRXQQHWSA-N,,,,,,,,,,,,,
TYULFMDMDFGHME-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,OFQJHTJHABTKNR-UHFFFAOYSA-N,,,,,,,,,,,,,
PEQOZYFAQULPER-ZVAWYAOSSA-N,Kappa-type opioid receptor,,,,,UMKNDEDREMEMFE-CZTZKLFOSA-N,,,,,,,,,,,,,
ARTQJVJUAAGJGI-PBRZOGGKSA-N,Kappa-type opioid receptor,,,,,XIGZCYHYNKDXDN-UHFFFAOYSA-N,,,,,,,,,,,,,
SPEMYEUTUHZLSU-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,FAMPXKRAIPNAHQ-UHFFFAOYSA-N,,,,,,,,,,,,,
GRLHRVKEPJNPBL-IGIYDSRNSA-N,Delta-type opioid receptor,,,,,WAUWCODKZKJWGX-GFOWMXPYSA-N,,,,,,,,,,,,,
SRDFNDRHPZSEIU-WHYDEMJXSA-N,Mu-type opioid receptor,,,,,BBLSPFIVZYOCKM-UHFFFAOYSA-N,,,,,,,,,,,,,
FEIQVUNDSYAPSP-QQFNCUIESA-N,Kappa-type opioid receptor,,,,,CVZRQQXQPKBKNJ-BGWNEDDSSA-N,,,,,,,,,,,,,
WMJAKEDTFIYKBZ-QVKFZJNVSA-N,Delta-type opioid receptor,,,,,GRBLLSXFQIFAES-UHFFFAOYSA-N,,,,,,,,,,,,,
BGENIZOIPPPDKJ-GWTRQPKJSA-N,Mu-type opioid receptor,,,,,JKXPWDUACRNDOH-LBOXEOMUSA-N,,,,,,,,,,,,,
ORZIUHFLZJAQAE-XJHIRHBFSA-N,Delta-type opioid receptor,,,,,VJTRLNGWCWXROJ-UHFFFAOYSA-N,,,,,,,,,,,,,
ORZIUHFLZJAQAE-XJHIRHBFSA-N,Mu-type opioid receptor,,,,,OJUFEFYXXALCRR-AZGAKELHSA-N,,,,,,,,,,,,,
WNALJHAPDVEDJB-KSYFLCLTSA-N,Delta-type opioid receptor,,,,,JLNADPKEMQECCB-VJEXPMICSA-N,,,,,,,,,,,,,
XBMIVRRWGCYBTQ-GCJKJVERSA-N,Opioid receptor,,,,,WVVBOYLUIZSAQG-CJVMWZLWSA-N,,,,,,,,,,,,,
KNSLYJICIDVPEX-CYBMUJFWSA-N,Delta-type opioid receptor,,,,,ZSAWKUOVPFYVFS-UHFFFAOYSA-N,,,,,,,,,,,,,
UXTHDYBXEPLQNY-SCXJKOOSSA-N,Opioid receptors; mu/kappa/delta,,,,,ZXOHNEDNMSDIEX-UANMRGANSA-N,,,,,,,,,,,,,
DHRQENMXQQPMRD-GMKZXUHWSA-N,Kappa-type opioid receptor,,,,,GLHCMRRMBLASQA-UHFFFAOYSA-N,,,,,,,,,,,,,
ZSGSKGCEZSNUNI-OSRDXIQISA-N,Delta-type opioid receptor,,,,,XQDDYTOBUXRQQL-ROUUACIJSA-N,,,,,,,,,,,,,
AVZYITTXCBCGLR-UHFFFAOYSA-N,Kappa-type opioid receptor,,,,,WRQRXSLULFCZOJ-HXUWFJFHSA-N,,,,,,,,,,,,,
WZTILDMVCBJWAY-PPVISPMTSA-N,Kappa-type opioid receptor,,,,,DHWLBQCTICKFAK-ZNCCBNMKSA-N,,,,,,,,,,,,,
ZMCNDHKXQWQHCC-VVONHTQRSA-N,Nociceptin receptor,,,,,JHCLYQFTIAJXIV-UHFFFAOYSA-N,,,,,,,,,,,,,
NXSFKUCSWRJBEE-HZCBDIJESA-N,Nociceptin receptor,,,,,CGXNXLAZEVZEJK-VCBHVJCDSA-N,,,,,,,,,,,,,
LYKRUFMHEVTMIE-VIMOMQNVSA-N,Delta-type opioid receptor,,,,,JNWVOPIDONHTEO-DKRHUIDYSA-N,,,,,,,,,,,,,
WEHQHSLROFNZDZ-UHFFFAOYSA-N,MOR-DOR heteromer,,,,,FMFWSCUDHOPQTG-QWHCGFSZSA-N,,,,,,,,,,,,,
MDLAAYDRRZXJIF-UHFFFAOYSA-N,Delta-type opioid receptor,,,,,ZWQPXWLVNYKYLD-ZBBHDRAESA-N,,,,,,,,,,,,,
QHMDHPZCUBBADD-REPLKXPHSA-N,Mu-type opioid receptor,,,,,SBNKCVOCOIYOEI-HHHXNRCGSA-N,,,,,,,,,,,,,
UJJPEJMTOWTFSE-VDORGCAASA-N,Nociceptin receptor,,,,,QFXRDIRBBPLBCV-UHFFFAOYSA-N,,,,,,,,,,,,,
ZLKXBHFJETUNMU-WXIYZNRCSA-N,Mu-type opioid receptor,,,,,HEDRUNDAXJRNDL-UHFFFAOYSA-N,,,,,,,,,,,,,
OOTASVYBVWGNJP-KJLUANBESA-N,Delta-type opioid receptor,,,,,SREDJGDTFRKPKG-UHFFFAOYSA-N,,,,,,,,,,,,,
IKTSAJDKFAUOAJ-WVQHILGCSA-N,Nociceptin receptor,,,,,ZRJSXSSAXYDJHP-UHFFFAOYSA-N,,,,,,,,,,,,,
QWAXKHKRTORLEM-UGJKXSETSA-N,Mu-type opioid receptor,,,,,KYCLCCPZCWREJX-UHFFFAOYSA-N,,,,,,,,,,,,,
KVDBGDCILMZLFK-FVTGJFDSSA-N,Mu-type opioid receptor,,,,,YBUUWIMATLDIMS-UHFFFAOYSA-N,,,,,,,,,,,,,
RCLTZSKZZCNHPT-AWFSDRIXSA-N,Mu-type opioid receptor,,,,,JTJMJGYZQZDUJJ-UHFFFAOYSA-N,,,,,,,,,,,,,
NDSBZEBKTXMSRD-YGCVIUNWSA-N,Kappa-type opioid receptor,,,,,FOIBPVGXGQIYLA-UHFFFAOYSA-N,,,,,,,,,,,,,
ILZXOOGQPIFULM-SSHYCOHZSA-N,Kappa-type opioid receptor,,,,,RMFYTABJIVXKKF-UHFFFAOYSA-N,,,,,,,,,,,,,
SVHPDAAYXWKFOA-QGZVFWFLSA-N,Kappa-type opioid receptor,,,,,URWIFQGNZJDWHF-UHFFFAOYSA-N,,,,,,,,,,,,,
IVZGEIYAIJCDDR-AEKIIXOMSA-N,Mu-type opioid receptor,,,,,LOOVBEZLTBXVKB-UHFFFAOYSA-N,,,,,,,,,,,,,
PKRAENCMWFWKSB-IEKJTBOOSA-N,Mu-type opioid receptor,,,,,FIJUAUXILJRSJJ-UHFFFAOYSA-N,,,,,,,,,,,,,
JMSLPWMQABBNIP-SYTGOYKNSA-N,Mu-type opioid receptor,,,,,PIDSRHNJSNUDBH-UHFFFAOYSA-N,,,,,,,,,,,,,
YYLUXMMFMZZZHN-GFBNCJCRSA-N,Kappa-type opioid receptor,,,,,RSOUPYFSXLBXAK-UHFFFAOYSA-N,,,,,,,,,,,,,
SUFRBKXEJSFJJX-SBUPFRJCSA-N,Kappa-type opioid receptor,,,,,HQGXNVWYVJRNIR-UHFFFAOYSA-N,,,,,,,,,,,,,
SIUMEPYYYNRSSX-BGVJURHFSA-N,Mu-type opioid receptor,,,,,ZZMBQSFEUXQYEQ-UHFFFAOYSA-N,,,,,,,,,,,,,
YDZIMDQABKXRJJ-ZQRMPTRQSA-N,Delta-type opioid receptor,,,,,NDWHYFJYVYBEIV-UHFFFAOYSA-N,,,,,,,,,,,,,
RRXHFXCTKOEEJU-CLIJKTFFSA-N,Mu-type opioid receptor,,,,,PTOAIOGDLYUSHV-FTBPSBKWSA-N,,,,,,,,,,,,,
BBOAHBVXCYBKLC-UHFFFAOYSA-N,Nociceptin receptor,,,,,NDRKRHOOZQTUCO-GOTSBHOMSA-N,,,,,,,,,,,,,
CWVBENBIHGETOF-PNOGMODKSA-N,Mu-type opioid receptor,,,,,JZVUQVMVBXOURL-UHFFFAOYSA-N,,,,,,,,,,,,,
HLXXHUQBOMNXCU-UHFFFAOYSA-N,Mu-type opioid receptor,,,,,XRBXTRPVPOFRAB-UHFFFAOYSA-N,,,,,,,,,,,,,
ILJDFKSSKHJSNQ-NNMXSAHVSA-N,Mu-type opioid receptor,,,,,CQWPAUCCWVZJGU-UHFFFAOYSA-N,,,,,,,,,,,,,
LBILWUCGKPKJPO-UHFFFAOYSA-N,Opioid receptor,,,,,MVJWDCMTSVOXCG-DQEYMECFSA-N,,,,,,,,,,,,,
JSRJJBASKHLXAZ-YZNAZWRISA-N,Mu-type opioid receptor,,,,,MBGVUMXBUGIIBQ-RTWAWAEBSA-N,,,,,,,,,,,,,
VJIXEMXKNBJTQB-GCGBLBKRSA-N,Delta-type opioid receptor,,,,,CZHWAEAVWDUMSE-UHFFFAOYSA-N,,,,,,,,,,,,,
WGSCXEFFOVZNEM-QCSGVJIWSA-N,Delta-type opioid receptor,,,,,DLGAGPFJWVXJOR-VVONHTQRSA-N,,,,,,,,,,,,,
WGSCXEFFOVZNEM-QCSGVJIWSA-N,Mu-type opioid receptor,,,,,LPVOUWAEPOIKJA-HKBMUOCXSA-N,,,,,,,,,,,,,
QJIRJFCKPGNFTF-ULPIOCOXSA-N,Delta-type opioid receptor,,,,,QWKWAYNQLADTEK-ZLDJGOMFSA-N,,,,,,,,,,,,,
QJIRJFCKPGNFTF-ULPIOCOXSA-N,Mu-type opioid receptor,,,,,JTAMWNPJYHNWBD-IDCXYZFESA-N,,,,,,,,,,,,,
OOESVMPMXGNEHV-ZOAFEQKISA-N,Kappa-type opioid receptor,,,,,ZJQLCFIUFKGFMA-UHFFFAOYSA-N,,,,,,,,,,,,,
